CAM	participantCAM	id	daughterID	motherID	intensity	agreement	isBidirectional	isDeletable	isActive
1743	ID121t2_1743	26861	27154	27149	6	1	0	NA	NA
1743	ID121t2_1743	26860	27154	27148	6	1	0	NA	NA
1743	ID121t2_1743	26859	27154	27145	6	1	0	NA	NA
1743	ID121t2_1743	26858	27154	27146	6	1	0	NA	NA
1743	ID121t2_1743	26857	27153	27152	6	1	0	NA	NA
1743	ID121t2_1743	26856	27153	27142	6	1	0	NA	NA
1743	ID121t2_1743	26855	27153	27144	6	1	0	NA	NA
1743	ID121t2_1743	26854	27153	27147	6	1	0	NA	NA
1743	ID121t2_1743	26853	27153	27143	6	1	0	NA	NA
1743	ID121t2_1743	26852	27153	27139	6	1	0	NA	NA
1743	ID121t2_1743	26851	27153	27151	6	1	0	NA	NA
1743	ID121t2_1743	26850	27153	27150	6	1	0	NA	NA
1743	ID121t2_1743	26849	27153	27141	6	1	0	NA	NA
1743	ID121t2_1743	26848	27152	27142	6	1	0	NA	NA
1743	ID121t2_1743	26847	27152	27147	6	0	0	NA	NA
1743	ID121t2_1743	26846	27139	27144	6	0	0	NA	NA
1743	ID121t2_1743	26845	27151	27139	6	1	0	NA	NA
1743	ID121t2_1743	26844	27148	27140	6	1	0	NA	NA
1748	ID123_1748	26915	27180	27189	6	1	0	NA	NA
1748	ID123_1748	26911	27180	27192	6	0	0	NA	NA
1748	ID123_1748	26906	27197	27200	6	1	0	NA	NA
1748	ID123_1748	26905	27197	27202	6	1	0	NA	NA
1748	ID123_1748	26904	27209	27211	6	1	0	NA	NA
1748	ID123_1748	26903	27209	27210	6	1	0	NA	NA
1748	ID123_1748	26902	27178	27192	6	1	0	NA	NA
1748	ID123_1748	26901	27178	27209	6	1	0	NA	NA
1748	ID123_1748	26899	27178	27204	6	1	0	NA	NA
1748	ID123_1748	26898	27178	27197	6	1	0	NA	NA
1748	ID123_1748	26897	27178	27195	6	1	0	NA	NA
1748	ID123_1748	26896	27178	27193	6	1	0	NA	NA
1748	ID123_1748	26895	27179	27189	6	1	0	NA	NA
1748	ID123_1748	26894	27179	27180	6	1	0	NA	NA
1748	ID123_1748	26892	27179	27181	6	1	0	NA	NA
1748	ID123_1748	26891	27179	27182	6	1	0	NA	NA
1748	ID123_1748	26890	27179	27183	6	1	0	NA	NA
1748	ID123_1748	26888	27178	27188	6	1	0	NA	NA
1748	ID123_1748	26887	27179	27188	9	1	0	NA	NA
1748	ID123_1748	26883	27179	27178	6	0	0	NA	NA
1751	ID123t2_1751	26955	27242	27248	6	1	0	NA	NA
1751	ID123t2_1751	26954	27242	27247	6	1	0	NA	NA
1751	ID123t2_1751	26953	27242	27246	6	1	0	NA	NA
1751	ID123t2_1751	26951	27244	27245	6	0	0	NA	NA
1751	ID123t2_1751	26950	27244	27231	9	1	0	NA	NA
1751	ID123t2_1751	26949	27245	27231	6	1	0	NA	NA
1751	ID123t2_1751	26948	27244	27240	6	1	0	NA	NA
1751	ID123t2_1751	26947	27244	27241	6	1	0	NA	NA
1751	ID123t2_1751	26946	27244	27242	6	1	0	NA	NA
1751	ID123t2_1751	26945	27244	27243	6	1	0	NA	NA
1751	ID123t2_1751	26944	27244	27239	6	1	0	NA	NA
1751	ID123t2_1751	26943	27245	27237	6	1	0	NA	NA
1751	ID123t2_1751	26942	27245	27236	6	1	0	NA	NA
1751	ID123t2_1751	26941	27245	27235	6	1	0	NA	NA
1751	ID123t2_1751	26940	27245	27232	6	1	0	NA	NA
1751	ID123t2_1751	26939	27245	27230	6	1	0	NA	NA
1751	ID123t2_1751	26938	27245	27238	6	1	0	NA	NA
1751	ID123t2_1751	26937	27230	27229	6	1	0	NA	NA
1751	ID123t2_1751	26936	27230	27228	6	1	0	NA	NA
1751	ID123t2_1751	26935	27235	27233	6	1	0	NA	NA
1751	ID123t2_1751	26934	27235	27234	6	1	0	NA	NA
1751	ID123t2_1751	26933	27243	27238	6	0	0	NA	NA
1751	ID123t2_1751	26932	27243	27239	6	1	0	NA	NA
1749	ID124_1749	26917	27194	27207	6	0	0	NA	NA
1749	ID124_1749	26916	27191	27201	9	0	0	NA	NA
1749	ID124_1749	26914	27207	27208	6	1	0	NA	NA
1749	ID124_1749	26913	27186	27208	6	1	0	NA	NA
1749	ID124_1749	26912	27199	27206	6	0	0	NA	NA
1749	ID124_1749	26910	27201	27203	6	0	0	NA	NA
1749	ID124_1749	26909	27191	27199	6	1	0	NA	NA
1749	ID124_1749	26908	27190	27191	6	1	0	NA	NA
1749	ID124_1749	26907	27187	27205	6	0	0	NA	NA
1749	ID124_1749	26900	27187	27194	6	0	0	NA	NA
1749	ID124_1749	26893	27186	27212	6	1	0	NA	NA
1749	ID124_1749	26889	27187	27199	9	1	0	NA	NA
1749	ID124_1749	26885	27186	27187	6	0	0	NA	NA
1750	ID124t2_1750	26931	27227	27226	6	0	0	NA	NA
1750	ID124t2_1750	26929	27226	27221	9	1	0	NA	NA
1750	ID124t2_1750	26928	27227	27213	6	1	0	NA	NA
1750	ID124t2_1750	26927	27226	27224	6	0	0	NA	NA
1750	ID124t2_1750	26926	27226	27217	6	0	0	NA	NA
1750	ID124t2_1750	26925	27219	27225	6	1	0	NA	NA
1750	ID124t2_1750	26924	27225	27221	6	1	0	NA	NA
1750	ID124t2_1750	26923	27220	27218	6	0	0	NA	NA
1750	ID124t2_1750	26922	27221	27216	6	0	0	NA	NA
1750	ID124t2_1750	26921	27227	27214	6	1	0	NA	NA
1750	ID124t2_1750	26920	27215	27214	6	1	0	NA	NA
1750	ID124t2_1750	26919	27225	27220	9	0	0	NA	NA
1750	ID124t2_1750	26918	27224	27215	6	0	0	NA	NA
1752	ID125_1752	26972	27251	27266	6	0	0	NA	NA
1752	ID125_1752	26971	27251	27262	6	1	0	NA	NA
1752	ID125_1752	26970	27251	27261	6	0	0	NA	NA
1752	ID125_1752	26969	27251	27256	6	1	0	NA	NA
1752	ID125_1752	26968	27260	27264	6	0	0	NA	NA
1752	ID125_1752	26967	27251	27263	6	1	0	NA	NA
1752	ID125_1752	26966	27251	27260	6	0	0	NA	NA
1752	ID125_1752	26965	27254	27259	6	0	0	NA	NA
1752	ID125_1752	26964	27252	27257	6	0	0	NA	NA
1752	ID125_1752	26963	27252	27255	6	1	0	NA	NA
1752	ID125_1752	26962	27254	27265	6	0	0	NA	NA
1752	ID125_1752	26961	27252	27254	6	0	0	NA	NA
1752	ID125_1752	26960	27252	27253	6	1	0	NA	NA
1752	ID125_1752	26959	27258	27267	6	1	0	NA	NA
1752	ID125_1752	26958	27252	27267	6	1	0	NA	NA
1752	ID125_1752	26957	27251	27252	6	0	0	NA	NA
1753	ID125t2_1753	26994	27284	27288	6	0	0	NA	NA
1753	ID125t2_1753	26993	27285	27287	6	1	0	NA	NA
1753	ID125t2_1753	26992	27286	27287	6	1	0	NA	NA
1753	ID125t2_1753	26991	27277	27286	6	0	0	NA	NA
1753	ID125t2_1753	26990	27277	27287	6	1	0	NA	NA
1753	ID125t2_1753	26989	27277	27285	6	1	0	NA	NA
1753	ID125t2_1753	26988	27284	27283	6	0	0	NA	NA
1753	ID125t2_1753	26987	27283	27268	6	1	0	NA	NA
1753	ID125t2_1753	26986	27277	27268	6	1	0	NA	NA
1753	ID125t2_1753	26985	27283	27282	6	1	0	NA	NA
1753	ID125t2_1753	26984	27283	27281	6	0	0	NA	NA
1753	ID125t2_1753	26983	27281	27270	6	0	0	NA	NA
1753	ID125t2_1753	26982	27283	27280	6	1	0	NA	NA
1753	ID125t2_1753	26981	27283	27278	6	0	0	NA	NA
1753	ID125t2_1753	26980	27281	27276	6	0	0	NA	NA
1753	ID125t2_1753	26979	27284	27275	6	0	0	NA	NA
1753	ID125t2_1753	26978	27284	27272	6	1	0	NA	NA
1753	ID125t2_1753	26977	27275	27271	6	0	0	NA	NA
1753	ID125t2_1753	26976	27284	27279	6	1	0	NA	NA
1753	ID125t2_1753	26975	27284	27274	6	0	0	NA	NA
1753	ID125t2_1753	26974	27284	27273	6	1	0	NA	NA
1753	ID125t2_1753	26973	27284	27269	6	0	0	NA	NA
1754	ID126_1754	27018	27298	27300	6	1	0	NA	NA
1754	ID126_1754	27017	27291	27297	6	1	0	NA	NA
1754	ID126_1754	27016	27295	27296	6	0	0	NA	NA
1754	ID126_1754	27015	27292	27299	9	1	0	NA	NA
1754	ID126_1754	27014	27292	27299	6	1	0	NA	NA
1754	ID126_1754	27013	27291	27298	6	1	0	NA	NA
1754	ID126_1754	27012	27292	27298	6	0	0	NA	NA
1754	ID126_1754	27011	27291	27300	6	1	0	NA	NA
1754	ID126_1754	27010	27292	27300	6	0	0	NA	NA
1754	ID126_1754	27009	27292	27295	9	1	0	NA	NA
1754	ID126_1754	27008	27291	27295	6	1	0	NA	NA
1754	ID126_1754	27007	27291	27296	9	1	0	NA	NA
1754	ID126_1754	27006	27292	27294	9	1	0	NA	NA
1754	ID126_1754	27005	27291	27294	6	0	0	NA	NA
1754	ID126_1754	27003	27297	27300	6	1	0	NA	NA
1754	ID126_1754	27002	27297	27299	6	1	0	NA	NA
1754	ID126_1754	27001	27292	27299	6	1	0	NA	NA
1754	ID126_1754	27000	27291	27299	6	1	0	NA	NA
1754	ID126_1754	26999	27291	27299	6	1	0	NA	NA
1754	ID126_1754	26998	27298	27299	9	1	0	NA	NA
1754	ID126_1754	26996	27291	27292	6	0	0	NA	NA
1755	ID126t2_1755	27041	27309	27310	6	1	0	NA	NA
1755	ID126t2_1755	27040	27308	27310	6	0	0	NA	NA
1755	ID126t2_1755	27039	27309	27308	6	0	0	NA	NA
1755	ID126t2_1755	27038	27303	27302	9	1	0	NA	NA
1755	ID126t2_1755	27037	27309	27302	6	1	0	NA	NA
1755	ID126t2_1755	27036	27309	27302	6	1	0	NA	NA
1755	ID126t2_1755	27035	27308	27302	6	1	0	NA	NA
1755	ID126t2_1755	27034	27304	27302	9	1	0	NA	NA
1755	ID126t2_1755	27033	27304	27301	6	1	0	NA	NA
1755	ID126t2_1755	27032	27309	27307	6	0	0	NA	NA
1755	ID126t2_1755	27031	27308	27307	9	1	0	NA	NA
1755	ID126t2_1755	27030	27309	27305	9	1	0	NA	NA
1755	ID126t2_1755	27029	27309	27306	6	1	0	NA	NA
1755	ID126t2_1755	27028	27308	27306	9	1	0	NA	NA
1755	ID126t2_1755	27027	27308	27301	9	0	0	NA	NA
1755	ID126t2_1755	27026	27309	27301	6	1	0	NA	NA
1755	ID126t2_1755	27025	27308	27303	9	0	0	NA	NA
1755	ID126t2_1755	27024	27309	27303	6	1	0	NA	NA
1755	ID126t2_1755	27023	27308	27302	6	1	0	NA	NA
1755	ID126t2_1755	27022	27308	27302	9	1	0	NA	NA
1755	ID126t2_1755	27021	27306	27305	6	0	0	NA	NA
1755	ID126t2_1755	27020	27309	27304	6	1	0	NA	NA
1755	ID126t2_1755	27019	27303	27301	9	1	0	NA	NA
1756	ID127_1756	27070	27325	27333	6	0	0	NA	NA
1756	ID127_1756	27069	27316	27334	6	0	0	NA	NA
1756	ID127_1756	27068	27313	27334	6	1	0	NA	NA
1756	ID127_1756	27067	27313	27333	6	1	0	NA	NA
1756	ID127_1756	27066	27327	27333	6	1	0	NA	NA
1756	ID127_1756	27065	27321	27323	6	0	0	NA	NA
1756	ID127_1756	27064	27313	27326	6	1	0	NA	NA
1756	ID127_1756	27063	27313	27324	6	1	0	NA	NA
1756	ID127_1756	27062	27325	27327	6	0	0	NA	NA
1756	ID127_1756	27061	27325	27329	6	0	0	NA	NA
1756	ID127_1756	27060	27313	27329	6	1	0	NA	NA
1756	ID127_1756	27059	27313	27327	6	1	0	NA	NA
1756	ID127_1756	27058	27314	27330	6	1	0	NA	NA
1756	ID127_1756	27057	27313	27321	6	1	0	NA	NA
1756	ID127_1756	27056	27313	27319	6	1	0	NA	NA
1756	ID127_1756	27055	27319	27330	6	0	0	NA	NA
1756	ID127_1756	27054	27330	27331	6	1	0	NA	NA
1756	ID127_1756	27053	27330	27332	6	1	0	NA	NA
1756	ID127_1756	27052	27317	27323	6	0	0	NA	NA
1756	ID127_1756	27051	27315	27317	6	1	0	NA	NA
1756	ID127_1756	27050	27324	27325	6	0	0	NA	NA
1756	ID127_1756	27049	27314	27323	6	1	0	NA	NA
1756	ID127_1756	27047	27314	27316	6	1	0	NA	NA
1756	ID127_1756	27046	27314	27315	6	1	0	NA	NA
1756	ID127_1756	27044	27314	27325	6	1	0	NA	NA
1756	ID127_1756	27043	27313	27314	6	0	0	NA	NA
1757	ID127t2_1757	27099	27352	27355	6	1	0	NA	NA
1757	ID127t2_1757	27098	27351	27354	6	1	0	NA	NA
1757	ID127t2_1757	27097	27347	27353	6	1	0	NA	NA
1757	ID127t2_1757	27096	27352	27351	6	0	0	NA	NA
1757	ID127t2_1757	27095	27351	27343	6	1	0	NA	NA
1757	ID127t2_1757	27094	27351	27350	6	1	0	NA	NA
1757	ID127t2_1757	27093	27351	27349	6	1	0	NA	NA
1757	ID127t2_1757	27092	27351	27345	6	1	0	NA	NA
1757	ID127t2_1757	27091	27344	27343	6	0	0	NA	NA
1757	ID127t2_1757	27090	27350	27348	6	1	0	NA	NA
1757	ID127t2_1757	27089	27348	27345	6	0	0	NA	NA
1757	ID127t2_1757	27088	27339	27337	6	1	0	NA	NA
1757	ID127t2_1757	27087	27339	27338	6	1	0	NA	NA
1757	ID127t2_1757	27086	27347	27339	6	0	0	NA	NA
1757	ID127t2_1757	27085	27352	27347	6	1	0	NA	NA
1757	ID127t2_1757	27084	27352	27346	6	1	0	NA	NA
1757	ID127t2_1757	27083	27351	27339	6	1	0	NA	NA
1757	ID127t2_1757	27082	27352	27341	6	1	0	NA	NA
1757	ID127t2_1757	27081	27352	27340	6	1	0	NA	NA
1757	ID127t2_1757	27080	27343	27340	6	0	0	NA	NA
1757	ID127t2_1757	27079	27343	27341	6	0	0	NA	NA
1757	ID127t2_1757	27078	27352	27344	6	1	0	NA	NA
1757	ID127t2_1757	27077	27352	27342	6	1	0	NA	NA
1757	ID127t2_1757	27076	27346	27345	6	0	0	NA	NA
1757	ID127t2_1757	27075	27341	27336	6	1	0	NA	NA
1757	ID127t2_1757	27074	27352	27336	6	1	0	NA	NA
1757	ID127t2_1757	27073	27352	27335	6	1	0	NA	NA
1757	ID127t2_1757	27072	27349	27335	6	0	0	NA	NA
1757	ID127t2_1757	27071	27343	27336	6	0	0	NA	NA
1758	ID128_1758	27139	27358	27366	6	0	0	NA	NA
1758	ID128_1758	27138	27358	27362	6	0	0	NA	NA
1758	ID128_1758	27137	27359	27367	6	1	0	NA	NA
1758	ID128_1758	27135	27357	27371	6	0	0	NA	NA
1758	ID128_1758	27134	27357	27363	6	0	0	NA	NA
1758	ID128_1758	27133	27361	27372	6	0	0	NA	NA
1758	ID128_1758	27132	27361	27370	6	0	0	NA	NA
1758	ID128_1758	27131	27361	27364	6	0	0	NA	NA
1758	ID128_1758	27130	27359	27367	6	1	0	NA	NA
1758	ID128_1758	27129	27367	27368	6	1	0	NA	NA
1758	ID128_1758	27128	27359	27368	6	1	0	NA	NA
1758	ID128_1758	27127	27367	27368	6	1	0	NA	NA
1758	ID128_1758	27126	27360	27368	6	1	0	NA	NA
1758	ID128_1758	27125	27368	27369	6	1	0	NA	NA
1758	ID128_1758	27124	27361	27370	6	1	0	NA	NA
1758	ID128_1758	27123	27361	27371	6	1	0	NA	NA
1758	ID128_1758	27122	27357	27371	6	1	0	NA	NA
1758	ID128_1758	27121	27357	27371	6	1	0	NA	NA
1758	ID128_1758	27120	27357	27363	6	1	0	NA	NA
1758	ID128_1758	27119	27357	27372	6	1	0	NA	NA
1758	ID128_1758	27118	27361	27372	6	1	0	NA	NA
1758	ID128_1758	27117	27361	27365	6	0	0	NA	NA
1758	ID128_1758	27116	27361	27364	6	1	0	NA	NA
1758	ID128_1758	27115	27357	27360	6	1	0	NA	NA
1758	ID128_1758	27114	27358	27360	6	1	0	NA	NA
1758	ID128_1758	27113	27368	27373	6	1	0	NA	NA
1758	ID128_1758	27112	27358	27373	6	1	0	NA	NA
1758	ID128_1758	27111	27358	27362	6	1	1	NA	NA
1758	ID128_1758	27109	27358	27366	6	1	0	NA	NA
1758	ID128_1758	27108	27358	27362	6	1	0	NA	NA
1758	ID128_1758	27107	27358	27366	6	1	0	NA	NA
1758	ID128_1758	27106	27359	27358	9	1	1	NA	NA
1758	ID128_1758	27105	27367	27358	9	1	1	NA	NA
1758	ID128_1758	27104	27356	27368	6	1	0	NA	NA
1758	ID128_1758	27103	27356	27361	6	1	0	NA	NA
1758	ID128_1758	27102	27356	27357	6	1	0	NA	NA
1758	ID128_1758	27100	27356	27358	6	1	0	NA	NA
1759	ID128t2_1759	27179	27375	27388	6	0	1	NA	NA
1759	ID128t2_1759	27178	27387	27375	6	1	0	NA	NA
1759	ID128t2_1759	27177	27390	27388	6	0	1	NA	NA
1759	ID128t2_1759	27176	27391	27389	6	1	0	NA	NA
1759	ID128t2_1759	27175	27391	27390	6	1	0	NA	NA
1759	ID128t2_1759	27174	27391	27386	6	1	0	NA	NA
1759	ID128t2_1759	27173	27391	27379	6	1	0	NA	NA
1759	ID128t2_1759	27172	27380	27389	9	1	1	NA	NA
1759	ID128t2_1759	27171	27388	27389	9	1	1	NA	NA
1759	ID128t2_1759	27170	27389	27381	6	1	0	NA	NA
1759	ID128t2_1759	27169	27389	27385	6	1	0	NA	NA
1759	ID128t2_1759	27168	27389	27381	6	1	0	NA	NA
1759	ID128t2_1759	27167	27389	27385	6	1	1	NA	NA
1759	ID128t2_1759	27166	27389	27374	6	1	0	NA	NA
1759	ID128t2_1759	27165	27379	27374	6	1	0	NA	NA
1759	ID128t2_1759	27164	27389	27387	6	1	0	NA	NA
1759	ID128t2_1759	27163	27390	27387	6	1	0	NA	NA
1759	ID128t2_1759	27162	27386	27383	6	1	0	NA	NA
1759	ID128t2_1759	27161	27386	27382	6	0	0	NA	NA
1759	ID128t2_1759	27160	27386	27375	6	1	0	NA	NA
1759	ID128t2_1759	27159	27390	27375	6	1	0	NA	NA
1759	ID128t2_1759	27158	27390	27384	6	1	0	NA	NA
1759	ID128t2_1759	27157	27390	27376	6	1	0	NA	NA
1759	ID128t2_1759	27156	27390	27376	6	1	0	NA	NA
1759	ID128t2_1759	27155	27386	27376	6	1	0	NA	NA
1759	ID128t2_1759	27154	27386	27377	6	1	0	NA	NA
1759	ID128t2_1759	27153	27379	27378	6	1	0	NA	NA
1759	ID128t2_1759	27152	27387	27379	6	1	0	NA	NA
1759	ID128t2_1759	27151	27380	27379	6	1	0	NA	NA
1759	ID128t2_1759	27150	27388	27379	6	1	0	NA	NA
1759	ID128t2_1759	27149	27380	27379	6	1	0	NA	NA
1759	ID128t2_1759	27148	27388	27380	6	1	0	NA	NA
1759	ID128t2_1759	27147	27386	27383	6	0	0	NA	NA
1759	ID128t2_1759	27146	27386	27377	6	0	0	NA	NA
1759	ID128t2_1759	27145	27386	27375	6	0	0	NA	NA
1759	ID128t2_1759	27144	27390	27384	6	0	0	NA	NA
1759	ID128t2_1759	27143	27390	27376	6	0	0	NA	NA
1759	ID128t2_1759	27142	27388	27380	6	1	0	NA	NA
1759	ID128t2_1759	27141	27389	27385	6	0	0	NA	NA
1759	ID128t2_1759	27140	27389	27381	6	0	0	NA	NA
1761	ID129_1761	27219	27407	27415	6	0	0	NA	NA
1761	ID129_1761	27218	27406	27409	6	1	0	NA	NA
1761	ID129_1761	27217	27407	27421	6	1	0	NA	NA
1761	ID129_1761	27216	27407	27421	9	1	0	NA	NA
1761	ID129_1761	27215	27406	27427	6	1	0	NA	NA
1761	ID129_1761	27214	27407	27426	6	1	0	NA	NA
1761	ID129_1761	27213	27409	27410	6	1	0	NA	NA
1761	ID129_1761	27212	27406	27415	6	1	0	NA	NA
1761	ID129_1761	27211	27407	27424	6	1	0	NA	NA
1761	ID129_1761	27210	27407	27409	6	1	0	NA	NA
1761	ID129_1761	27209	27407	27412	6	1	0	NA	NA
1761	ID129_1761	27208	27410	27411	6	0	0	NA	NA
1761	ID129_1761	27207	27407	27410	6	1	0	NA	NA
1761	ID129_1761	27206	27407	27411	6	1	0	NA	NA
1761	ID129_1761	27205	27407	27418	6	1	0	NA	NA
1761	ID129_1761	27204	27406	27422	6	1	0	NA	NA
1761	ID129_1761	27203	27407	27422	6	1	0	NA	NA
1761	ID129_1761	27202	27406	27423	6	1	0	NA	NA
1761	ID129_1761	27201	27407	27416	6	1	0	NA	NA
1761	ID129_1761	27200	27407	27423	6	1	0	NA	NA
1761	ID129_1761	27199	27406	27416	6	1	0	NA	NA
1761	ID129_1761	27198	27407	27421	6	1	0	NA	NA
1761	ID129_1761	27197	27406	27421	6	1	0	NA	NA
1761	ID129_1761	27196	27406	27419	9	1	0	NA	NA
1761	ID129_1761	27195	27406	27417	6	1	0	NA	NA
1761	ID129_1761	27194	27406	27414	6	1	0	NA	NA
1761	ID129_1761	27193	27406	27420	9	1	0	NA	NA
1761	ID129_1761	27192	27406	27413	6	1	0	NA	NA
1761	ID129_1761	27191	27406	27407	6	0	0	NA	NA
1761r	ID129t2_1761	27219	27407	27415	6	0	0	NA	NA
1761r	ID129t2_1761	27218	27406	27409	6	1	0	NA	NA
1761r	ID129t2_1761	27217	27407	27421	6	1	0	NA	NA
1761r	ID129t2_1761	27216	27407	27421	9	1	0	NA	NA
1761r	ID129t2_1761	27215	27406	27427	6	1	0	NA	NA
1761r	ID129t2_1761	27214	27407	27426	6	1	0	NA	NA
1761r	ID129t2_1761	27213	27409	27410	6	1	0	NA	NA
1761r	ID129t2_1761	27212	27406	27415	6	1	0	NA	NA
1761r	ID129t2_1761	27211	27407	27424	6	1	0	NA	NA
1761r	ID129t2_1761	27210	27407	27409	6	1	0	NA	NA
1761r	ID129t2_1761	27209	27407	27412	6	1	0	NA	NA
1761r	ID129t2_1761	27208	27410	27411	6	0	0	NA	NA
1761r	ID129t2_1761	27207	27407	27410	6	1	0	NA	NA
1761r	ID129t2_1761	27206	27407	27411	6	1	0	NA	NA
1761r	ID129t2_1761	27205	27407	27418	6	1	0	NA	NA
1761r	ID129t2_1761	27204	27406	27422	6	1	0	NA	NA
1761r	ID129t2_1761	27203	27407	27422	6	1	0	NA	NA
1761r	ID129t2_1761	27202	27406	27423	6	1	0	NA	NA
1761r	ID129t2_1761	27201	27407	27416	6	1	0	NA	NA
1761r	ID129t2_1761	27200	27407	27423	6	1	0	NA	NA
1761r	ID129t2_1761	27199	27406	27416	6	1	0	NA	NA
1761r	ID129t2_1761	27198	27407	27421	6	1	0	NA	NA
1761r	ID129t2_1761	27197	27406	27421	6	1	0	NA	NA
1761r	ID129t2_1761	27196	27406	27419	9	1	0	NA	NA
1761r	ID129t2_1761	27195	27406	27417	6	1	0	NA	NA
1761r	ID129t2_1761	27194	27406	27414	6	1	0	NA	NA
1761r	ID129t2_1761	27193	27406	27420	9	1	0	NA	NA
1761r	ID129t2_1761	27192	27406	27413	6	1	0	NA	NA
1761r	ID129t2_1761	27191	27406	27407	6	0	0	NA	NA
1762	ID130_1762	27242	27432	27441	6	0	0	NA	NA
1762	ID130_1762	27241	27433	27441	6	1	0	NA	NA
1762	ID130_1762	27240	27432	27440	6	1	0	NA	NA
1762	ID130_1762	27239	27431	27440	6	1	0	NA	NA
1762	ID130_1762	27238	27430	27440	6	0	0	NA	NA
1762	ID130_1762	27237	27431	27439	6	1	0	NA	NA
1762	ID130_1762	27236	27430	27439	6	0	0	NA	NA
1762	ID130_1762	27235	27433	27439	6	0	0	NA	NA
1762	ID130_1762	27234	27430	27438	6	0	0	NA	NA
1762	ID130_1762	27233	27431	27438	6	1	0	NA	NA
1762	ID130_1762	27232	27435	27436	6	1	0	NA	NA
1762	ID130_1762	27231	27431	27434	6	1	0	NA	NA
1762	ID130_1762	27230	27431	27437	6	1	0	NA	NA
1762	ID130_1762	27229	27432	27437	6	1	0	NA	NA
1762	ID130_1762	27228	27431	27436	9	0	0	NA	NA
1762	ID130_1762	27227	27430	27436	6	1	0	NA	NA
1762	ID130_1762	27225	27432	27434	9	1	0	NA	NA
1762	ID130_1762	27224	27430	27433	6	1	0	NA	NA
1762	ID130_1762	27223	27432	27433	6	1	0	NA	NA
1762	ID130_1762	27222	27432	27433	6	1	0	NA	NA
1762	ID130_1762	27221	27430	27431	6	0	0	NA	NA
1762r	ID130t2_1762	27242	27432	27441	6	0	0	NA	NA
1762r	ID130t2_1762	27241	27433	27441	6	1	0	NA	NA
1762r	ID130t2_1762	27240	27432	27440	6	1	0	NA	NA
1762r	ID130t2_1762	27239	27431	27440	6	1	0	NA	NA
1762r	ID130t2_1762	27238	27430	27440	6	0	0	NA	NA
1762r	ID130t2_1762	27237	27431	27439	6	1	0	NA	NA
1762r	ID130t2_1762	27236	27430	27439	6	0	0	NA	NA
1762r	ID130t2_1762	27235	27433	27439	6	0	0	NA	NA
1762r	ID130t2_1762	27234	27430	27438	6	0	0	NA	NA
1762r	ID130t2_1762	27233	27431	27438	6	1	0	NA	NA
1762r	ID130t2_1762	27232	27435	27436	6	1	0	NA	NA
1762r	ID130t2_1762	27231	27431	27434	6	1	0	NA	NA
1762r	ID130t2_1762	27230	27431	27437	6	1	0	NA	NA
1762r	ID130t2_1762	27229	27432	27437	6	1	0	NA	NA
1762r	ID130t2_1762	27228	27431	27436	9	0	0	NA	NA
1762r	ID130t2_1762	27227	27430	27436	6	1	0	NA	NA
1762r	ID130t2_1762	27225	27432	27434	9	1	0	NA	NA
1762r	ID130t2_1762	27224	27430	27433	6	1	0	NA	NA
1762r	ID130t2_1762	27223	27432	27433	6	1	0	NA	NA
1762r	ID130t2_1762	27222	27432	27433	6	1	0	NA	NA
1762r	ID130t2_1762	27221	27430	27431	6	0	0	NA	NA
1763	ID131_1763	27271	27463	27464	6	0	0	NA	NA
1763	ID131_1763	27270	27453	27463	6	0	0	NA	NA
1763	ID131_1763	27269	27444	27464	6	1	0	NA	NA
1763	ID131_1763	27268	27462	27464	6	1	0	NA	NA
1763	ID131_1763	27267	27459	27460	6	0	0	NA	NA
1763	ID131_1763	27266	27445	27448	6	0	0	NA	NA
1763	ID131_1763	27265	27461	27462	6	0	0	NA	NA
1763	ID131_1763	27264	27445	27462	6	1	0	NA	NA
1763	ID131_1763	27263	27445	27461	6	0	0	NA	NA
1763	ID131_1763	27262	27445	27446	6	1	0	NA	NA
1763	ID131_1763	27261	27445	27450	6	0	0	NA	NA
1763	ID131_1763	27260	27445	27451	6	0	0	NA	NA
1763	ID131_1763	27259	27445	27456	6	1	0	NA	NA
1763	ID131_1763	27258	27445	27457	6	0	0	NA	NA
1763	ID131_1763	27257	27444	27453	6	0	0	NA	NA
1763	ID131_1763	27256	27444	27452	6	0	0	NA	NA
1763	ID131_1763	27255	27444	27458	6	0	0	NA	NA
1763	ID131_1763	27254	27444	27449	6	0	0	NA	NA
1763	ID131_1763	27253	27452	27460	6	0	0	NA	NA
1763	ID131_1763	27252	27444	27452	6	1	0	NA	NA
1763	ID131_1763	27251	27444	27459	6	1	0	NA	NA
1763	ID131_1763	27250	27454	27457	6	0	0	NA	NA
1763	ID131_1763	27249	27444	27454	6	1	0	NA	NA
1763	ID131_1763	27248	27444	27458	6	1	0	NA	NA
1763	ID131_1763	27247	27444	27449	6	1	0	NA	NA
1763	ID131_1763	27246	27444	27447	6	1	0	NA	NA
1763	ID131_1763	27245	27447	27455	6	1	0	NA	NA
1763	ID131_1763	27244	27444	27445	6	0	0	NA	NA
1763r	ID131t2_1763	27271	27463	27464	6	0	0	NA	NA
1763r	ID131t2_1763	27270	27453	27463	6	0	0	NA	NA
1763r	ID131t2_1763	27269	27444	27464	6	1	0	NA	NA
1763r	ID131t2_1763	27268	27462	27464	6	1	0	NA	NA
